ID,model,engine_power,age_in_days,km,previous_owners,lat,lon,price,
894,pop,51,4200,131000,1,45.03190994,9.241109848,4500,
895,pop,51,790,52274,1,41.10787964,14.20880985,8500,
896,lounge,51,1035,40000,1,41.90322113,12.49565029,8900,
897,pop,51,1492,91232,1,44.50883865,11.46907997,7450,
898,lounge,51,425,17300,1,41.20264816,13.85301018,9900,
899,pop,51,2009,58644,1,40.74824142,14.52834988,7390,
900,lounge,51,3835,100000,1,44.71783829,8.287130356,5200,
901,pop,51,397,19000,1,41.90322113,12.49565029,9970,
902,lounge,51,548,12000,1,43.86373901,7.853020191,9990,
903,lounge,51,670,43814,1,41.10787964,14.20880985,9400,
904,lounge,51,366,9248,1,40.82139969,14.12238026,10000,
905,pop,51,2435,130000,1,41.77008057,12.22710991,5900,
906,lounge,51,762,10400,1,44.90724182,8.611559868,9900,
907,lounge,51,1370,27512,1,45.62984848,9.155119896,9490,
908,sport,51,4414,177000,1,46.49528122,11.35346031,5400,
909,lounge,51,1005,47800,1,41.46273041,12.90528011,10300,
910,lounge,51,3197,114500,1,46.07004929,11.11925983,7790,
911,lounge,51,1766,56205,1,44.50883865,11.46907997,9300,
912,sport,51,3712,130000,2,45.76197052,11.43605042,6000,
913,lounge,51,4049,111498,4,45.64609909,10.49915981,6500,
914,sport,73,4322,128000,1,45.06967926,7.704919815,4400,
915,pop,51,397,18000,1,41.90322113,12.49565029,9970,
916,lounge,51,397,17081,1,45.06967926,7.704919815,10900,
917,lounge,51,670,41260,1,41.10787964,14.20880985,9400,
918,lounge,51,366,9248,1,40.9952507,17.21916008,10000,
919,lounge,51,1644,58243,1,45.43811035,12.31814957,9300,
920,lounge,51,2861,84500,1,45.51256943,10.32901001,6500,
921,pop,51,4322,132848,1,45.63243103,8.888850212,4900,
922,lounge,51,3865,120000,1,45.50054932,9.326600075,4500,
923,lounge,51,701,24446,1,40.40106964,15.59286976,10399,
924,lounge,51,3258,77000,1,39.93104172,18.36047935,6900,
925,pop,51,1370,106074,1,44.50883865,11.46907997,7450,
926,sport,58,3684,62000,1,45.5198288,9.365619659,5800,
927,lounge,51,3592,83721,1,40.83581161,14.50440979,5990,
928,lounge,51,670,21000,1,43.71086121,10.78357983,10800,
929,pop,51,4627,148000,1,45.35660172,9.203450203,3500,
930,lounge,51,1492,30795,1,45.14241028,10.01521015,10700,
931,lounge,51,670,36832,1,41.10787964,14.20880985,8900,
932,lounge,51,1644,47500,1,44.90724182,8.611559868,9500,
933,lounge,62,3347,94000,1,41.90322113,12.49565029,5800,
934,lounge,51,4230,103518,1,45.43811035,12.31814957,4500,
935,pop,51,2192,98000,1,45.42673111,9.064720154,6900,
936,pop,73,4658,165000,2,45.58409119,9.270959854,3600,
937,lounge,51,4658,56779,2,45.25130844,10.66870022,10900,
938,pop,51,2861,77550,1,45.72039032,12.46597958,7100,
939,pop,51,1492,88639,1,44.50883865,11.46907997,7450,
940,pop,51,762,18000,1,41.90322113,12.49565029,8399,
941,lounge,51,2162,71000,1,41.90322113,12.49565029,6890,
942,lounge,51,2496,75000,1,45.57373047,8.913009644,6900,
943,lounge,51,397,16100,1,41.90322113,12.49565029,9970,
944,lounge,51,1613,65453,1,45.65016174,9.205189705,9900,
945,lounge,51,670,35804,1,41.10787964,14.20880985,8900,
946,lounge,51,366,9248,1,38.12207031,13.36112022,10000,
947,lounge,62,2922,99400,1,44.64805984,7.650589943,5700,
948,lounge,51,397,15042,1,45.43811035,12.31814957,10800,
949,pop,51,2739,84000,1,45.42673111,9.064720154,7300,
950,lounge,51,790,32000,1,41.57223892,13.33368969,9490,
951,lounge,51,762,36463,1,41.10787964,14.20880985,10900,
952,lounge,51,3684,78000,1,43.55290985,10.31997967,6500,
953,lounge,51,2009,35552,1,42.56283188,12.64220047,8900,
954,lounge,51,2739,93000,1,45.74077988,9.581009865,8800,
955,lounge,51,456,9097,1,45.81475067,8.830129623,10700,
956,lounge,51,790,34000,1,44.98553085,7.870960236,10500,
957,lounge,51,790,26210,1,41.90322113,12.49565029,8750,
958,lounge,62,3013,90000,1,45.06967926,7.704919815,7300,
959,lounge,51,640,33141,1,41.10787964,14.20880985,8900,
960,lounge,51,366,9248,1,43.78237152,11.25498962,10000,
961,pop,51,4414,201000,1,45.14113998,9.10807991,2500,
962,lounge,51,1978,59000,1,44.98873901,9.010499954,7190,
963,pop,51,2831,83000,1,46.49528122,11.35346031,6800,
964,lounge,51,731,10400,1,44.0098114,10.59037018,10800,
965,lounge,51,731,17000,1,45.25130844,10.66870022,9100,
966,lounge,51,2831,50247,1,44.05541992,12.57003975,7380,
967,lounge,51,3227,78000,1,44.11185837,9.958860397,7800,
968,lounge,51,1858,60000,1,41.35784912,13.42463017,8900,
969,pop,51,731,34300,1,41.45072174,12.62502003,9490,
970,lounge,51,790,29340,1,41.90322113,12.49565029,8650,
971,lounge,51,701,29000,1,36.85583878,14.76047039,10700,
972,pop,51,517,18000,1,40.91075134,14.50899029,10900,
973,lounge,51,640,37307,1,41.10787964,14.20880985,8900,
974,lounge,51,1096,50290,1,41.90322113,12.49565029,7100,
975,lounge,51,701,19000,1,40.73484039,14.57341957,9499,
976,pop,51,1978,53243,1,44.28387833,11.88813972,8990,
977,lounge,51,1613,12400,1,45.45331955,10.40966988,10500,
978,lounge,51,731,26200,1,44.0098114,10.59037018,10800,
979,lounge,51,731,15000,1,45.25130844,10.66870022,9100,
980,lounge,51,762,9900,1,45.70759964,8.911669731,10950,
981,sport,62,2800,6200,1,43.37266159,13.21980953,7500,
982,pop,51,762,15600,1,41.90322113,12.49565029,9900,
983,pop,73,3623,133000,1,45.46796036,9.181779861,6300,
984,lounge,51,821,29520,1,41.90322113,12.49565029,10400,
985,sport,51,4139,87000,1,41.90322113,12.49565029,5900,
986,pop,51,1766,55519,1,45.12158966,7.81551981,8700,
987,lounge,51,701,38315,1,41.10787964,14.20880985,9400,
988,lounge,51,366,9248,1,45.00674057,8.924189568,10000,
989,lounge,51,1066,58600,1,44.90724182,8.611559868,8500,
990,lounge,51,609,47989,1,41.10787964,14.20880985,9800,
991,lounge,51,670,52400,1,43.25386047,11.81614971,8800,
992,lounge,51,670,21000,1,44.0098114,10.59037018,10800,
993,lounge,51,3835,96700,1,41.46273041,12.90528011,6300,
994,lounge,51,821,14500,1,41.90322113,12.49565029,10600,
995,lounge,51,790,40100,1,45.33407974,11.37687016,10200,
996,pop,51,701,13947,1,45.43811035,12.31814957,9700,
997,lounge,51,2192,106000,1,40.56388855,17.33919907,7500,
998,sport,51,3470,139750,3,41.2329483,16.29486084,5800,
999,pop,51,731,56000,3,40.8401413,14.25226021,8900,
1000,pop,51,2070,97677,1,42.51440811,14.14770985,7790,
1001,lounge,51,670,23458,1,41.10787964,14.20880985,9400,
1002,lounge,51,366,9248,1,39.21453857,9.110489845,10000,
1003,pop,51,2404,85000,1,43.52902985,12.16218376,6499,
1004,lounge,51,609,45053,1,41.10787964,14.20880985,9600,
1005,lounge,51,3227,68000,1,39.84526062,18.36552048,7450,
1006,pop,51,731,17400,1,44.0098114,10.59037018,10800,
1007,lounge,51,2466,47524,1,45.06967926,7.704919815,7950,
1008,sport,62,3074,112117,1,45.25228119,8.742609978,8900,
1009,pop,62,1797,32000,1,40.91109085,14.39820957,10500,
1010,lounge,51,456,13000,1,45.96057129,8.449370384,10490,
1011,lounge,51,3347,138000,2,45.5320015,9.28153038,4600,
1012,pop,51,4169,143253,2,43.70996094,10.3994503,3900,
1013,pop,51,2404,80613,2,41.90322113,12.49565029,6900,
1014,lounge,51,3227,140000,2,41.7690506,12.66281033,4800,
1015,lounge,51,609,34782,2,41.10787964,14.20880985,8900,
1016,lounge,51,366,9248,1,44.50482178,11.34517956,10000,
1017,sport,51,4261,105000,1,45.69655991,9.064319611,4900,
1018,lounge,51,670,36900,1,40.91411972,14.26638985,8900,
1019,lounge,51,366,12000,1,42.09685898,11.78981018,9990,
1020,pop,51,1492,59000,1,44.0098114,10.59037018,7500,
1021,lounge,51,1492,56779,1,45.25130844,10.66870022,10900,
1022,lounge,51,4200,110000,1,41.90322113,12.49565029,4999,
1023,lounge,51,425,19570,1,45.6835289,11.95294952,10500,
1024,lounge,51,790,33869,1,43.52902985,12.16218376,9490,
1025,pop,51,701,39162,1,45.5712204,9.159139633,9780,
1026,lounge,51,3743,128000,1,37.50395966,14.96681023,6700,
1027,pop,51,4049,163000,1,45.66228104,9.631299973,4900,
1028,lounge,51,1066,69000,1,41.90322113,12.49565029,8900,
1029,lounge,51,670,42207,1,41.10787964,14.20880985,8900,
1030,lounge,51,4414,149326,1,45.81071091,9.08714962,3900,
1031,pop,51,2739,91000,1,45.69655991,9.064319611,7800,
1032,lounge,51,2466,110000,1,45.06967926,7.704919815,5990,
1033,pop,51,1886,33530,1,40.82139969,14.12238026,7300,
1034,lounge,51,670,26500,1,44.0098114,10.59037018,10800,
1035,lounge,51,670,56779,1,45.25130844,10.66870022,10900,
1036,lounge,51,1797,71800,1,45.81475067,8.830129623,9300,
1037,pop,51,2039,47000,1,43.52902985,12.16218376,7490,
1038,sport,51,701,39162,1,40.75220871,14.45341015,9879,
1039,lounge,51,790,36624,1,45.02238846,7.586019993,8990,
1040,lounge,51,1155,27944,1,45.49134827,10.21743965,9900,
1041,pop,51,701,42000,1,45.67449188,12.15540028,8450,
1042,lounge,51,640,38231,1,41.10787964,14.20880985,8900,
1043,lounge,51,2616,56000,1,45.58409119,9.270959854,7699,
1044,pop,51,3835,160000,1,45.57213974,9.768670082,5700,
1045,lounge,51,762,60000,2,45.43830109,10.99170017,9400,
1046,pop,51,366,19500,2,44.0098114,10.59037018,9900,
1047,lounge,51,790,28291,1,40.40106964,15.59286976,9499,
1048,pop,51,1552,54000,1,43.46353912,11.87765026,11000,
1049,lounge,51,456,22172,1,44.41175842,12.2040596,10900,
1050,lounge,51,2466,83490,3,43.52902985,12.16218376,6490,
1051,pop,51,701,39162,3,40.75220871,14.45341015,9879,
1052,sport,51,4049,98000,1,41.90322113,12.49565029,5500,
1053,lounge,51,731,17400,1,45.64250183,12.16362,9800,
1054,lounge,51,640,34419,1,41.10787964,14.20880985,8900,
1055,lounge,51,762,18467,1,40.40106964,15.59286976,9999,
1056,lounge,51,397,13546,1,41.90322113,12.49565029,9550,
1057,pop,51,670,45400,1,43.88188934,10.80235004,10500,
1058,sport,51,3500,60000,2,45.43830109,10.99170017,6900,
1059,pop,51,4474,119000,2,45.6563797,9.50508976,4700,
1060,pop,51,4049,140000,2,40.40106964,15.59286976,5700,
1061,lounge,51,2527,117000,2,45.78366852,8.967240334,7885,
1062,lounge,51,1278,24162,1,45.06967926,7.704919815,8990,
1063,lounge,51,821,32150,1,45.51285172,9.980259895,10400,
1064,sport,51,701,56779,1,41.90322113,12.49565029,10180,
1065,lounge,51,821,14900,1,45.64250183,12.16362,9800,
1066,lounge,51,2101,80133,1,45.46796036,9.181779861,7990,
1067,lounge,51,670,35985,1,41.10787964,14.20880985,8900,
1068,lounge,51,397,13017,1,41.90322113,12.49565029,9550,
1069,lounge,51,366,7200,1,41.90322113,12.49565029,10500,
1070,pop,51,366,11200,1,45.54597855,12.16055965,9490,
1071,lounge,51,456,16000,1,45.96057129,8.449370384,10490,
1072,pop,51,2527,106000,1,45.76464844,8.99450016,6900,
1073,lounge,51,2647,70000,1,43.52130127,11.56849003,7500,
1074,lounge,51,456,21907,1,45.39360046,10.48223972,10900,
1075,pop,51,1066,16000,1,45.76197052,11.43605042,9500,
1076,sport,51,701,39162,1,41.80298996,12.59893036,10180,
1077,lounge,51,456,15344,1,45.77669144,9.065250397,9890,
1078,lounge,51,790,34629,1,45.46796036,9.181779861,10490,
1079,lounge,51,2131,64678,1,45.06967926,7.704919815,7490,
1080,lounge,51,640,39332,1,41.10787964,14.20880985,9400,
1081,lounge,51,397,13546,1,41.90322113,12.49565029,9550,
1082,lounge,51,701,34027,1,44.71540833,11.30830002,10500,
1083,lounge,51,821,28220,1,41.90322113,12.49565029,10400,
1084,sport,51,3166,90000,1,40.66714096,16.60445023,6500,
1085,lounge,51,701,10000,1,43.84197998,10.51531029,9800,
1086,lounge,51,456,18253,1,45.39360046,10.48223972,10900,
1087,pop,51,366,17000,1,45.0007019,7.68227005,10200,
1088,pop,51,701,56779,1,41.90322113,12.49565029,10180,
1089,lounge,51,456,11511,1,45.77669144,9.065250397,9890,
1090,lounge,51,882,33160,1,45.77899933,12.99709034,9900,
1091,lounge,51,821,30510,1,41.90322113,12.49565029,10400,
1092,lounge,51,670,42329,1,41.10787964,14.20880985,9400,
1093,pop,51,1339,32000,1,41.90322113,12.49565029,7990,
1094,lounge,51,670,34825,1,44.71540833,11.30830002,10500,
1095,lounge,51,790,26220,1,41.90322113,12.49565029,8750,
1096,lounge,51,670,28642,1,45.60982895,9.147000313,9990,
1097,lounge,51,1461,36000,1,41.90322113,12.49565029,9300,
1098,lounge,51,762,13590,1,44.50482178,11.34517956,10500,
1099,pop,51,701,39162,1,41.80298996,12.59893036,10180,
1100,lounge,51,397,18324,1,45.77669144,9.065250397,9990,
1101,lounge,51,821,18990,1,41.90322113,12.49565029,10700,
1102,lounge,51,640,38294,1,41.10787964,14.20880985,8900,
1103,pop,51,3684,116000,1,45.0007019,7.68227005,4900,
1104,lounge,51,640,33630,1,44.71540833,11.30830002,10500,
1105,lounge,51,821,26390,1,41.90322113,12.49565029,10500,
1106,lounge,51,670,28181,1,45.60982895,9.147000313,9990,
1107,lounge,51,1247,23000,1,41.90322113,12.49565029,10600,
1108,lounge,51,1035,22000,1,41.05591965,14.29944038,9500,
1109,lounge,51,4108,90000,1,45.78366852,8.967240334,5000,
1110,lounge,51,2070,114000,1,45.53659058,10.23204041,7000,
1111,lounge,51,397,18900,1,45.19216156,11.21302032,10900,
1112,lounge,51,670,30000,1,45.76464844,8.99450016,10800,
1113,lounge,51,609,44208,1,41.10787964,14.20880985,9500,
1114,lounge,51,609,114000,1,40.84590149,14.36927032,4600,
1115,lounge,51,640,33389,1,41.10787964,14.20880985,8900,
1116,sport,73,4414,190000,1,41.90322113,12.49565029,3800,
1117,pop,51,4414,119000,1,45.50133896,9.025719643,4490,
1118,lounge,51,640,41000,1,43.06753159,12.55154991,10800,
1119,pop,51,1886,33530,1,40.9921608,14.21393013,7300,
1120,lounge,51,670,30357,1,45.60982895,9.147000313,9990,
1121,pop,51,731,39900,1,45.57402039,10.00240993,9850,
1122,lounge,51,1035,25000,1,41.05591965,14.29944038,9500,
1123,pop,51,790,36060,1,45.46796036,9.181779861,9990,
1124,lounge,51,1308,49000,1,45.46796036,9.181779861,9490,
1125,lounge,51,762,41110,1,42.10424042,13.60245895,10300,
1126,pop,51,2374,108000,1,45.78366852,8.967240334,7400,
1127,lounge,51,701,39207,1,41.10787964,14.20880985,8900,
1128,pop,51,2343,82000,1,45.60697174,9.629229546,6490,
1129,pop,51,1066,66000,1,40.8401413,14.25226021,7900,
1130,pop,51,790,39144,1,45.70724869,11.4776001,9700,
1131,lounge,51,1127,24000,1,40.3579483,18.16801071,10990,
1132,lounge,51,790,30779,1,45.29212189,12.03197956,10490,
1133,lounge,51,1217,56779,1,45.66635895,12.24188995,10800,
1134,lounge,51,762,22770,1,45.53266144,9.038920403,10900,
1135,pop,51,366,17845,1,45.46796036,9.181779861,9800,
1136,lounge,51,456,11511,1,45.43610001,8.887869835,9890,
1137,pop,51,701,47600,1,41.8230896,12.80220985,8500,
1138,lounge,51,4049,158000,1,40.94717026,14.37254047,4500,
1139,lounge,51,640,32328,1,41.10787964,14.20880985,8900,
1140,pop,51,3804,110000,1,45.77658844,12.04730034,3900,
1141,lounge,51,2861,65000,1,39.69966125,9.577730179,5800,
1142,lounge,51,3684,134000,1,44.50482178,11.34517956,5500,
1143,lounge,51,1005,28000,1,44.09373856,12.39601994,9800,
1144,sport,51,4535,133900,1,44.03533173,10.13949013,5900,
1145,lounge,77,1674,32654,1,40.8401413,14.25226021,9990,
1146,lounge,51,456,14970,1,45.81475067,8.830129623,10700,
1147,lounge,51,397,18324,1,45.43610001,8.887869835,9990,
1148,lounge,74,3957,235000,1,45.96493149,12.6445303,5700,
1149,lounge,51,2739,82000,1,45.63032913,12.56696033,6900,
1150,lounge,51,397,11997,1,41.08335114,16.77858925,9999,
1151,lounge,51,366,17559,1,45.43811035,12.31814957,10800,
1152,lounge,51,366,13464,1,45.36685944,10.21848011,9699,
1153,lounge,51,1066,59961,1,40.75220871,14.45341015,7479,
1154,lounge,51,425,16805,1,40.8401413,14.25226021,10690,
1155,lounge,51,701,14500,1,45.43811035,12.31814957,10000,
1156,sport,51,4474,88578,1,40.3579483,18.16801071,5790,
1157,lounge,51,4322,116210,1,45.78366852,8.967240334,6250,
1158,pop,51,1066,65689,1,44.50883865,11.46907997,8500,
1159,lounge,51,1155,53000,1,45.46796036,9.181779861,9990,
1160,lounge,51,670,30000,1,45.76464844,8.99450016,10800,
1161,lounge,51,456,15344,1,45.43610001,8.887869835,9890,
1162,pop,51,397,17000,1,41.90322113,12.49565029,9970,
1163,pop,51,1736,50059,1,41.90322113,12.49565029,7350,
1164,lounge,51,397,11997,1,41.90322113,12.49565029,9999,
1165,lounge,51,397,19510,1,45.43811035,12.31814957,10800,
1166,lounge,51,397,14796,1,45.36685944,10.21848011,9999,
1167,lounge,51,701,19000,1,40.73484039,14.57341957,9299,
1168,pop,51,2192,69000,1,41.46273041,12.90528011,6900,
1169,lounge,51,821,14630,1,44.09373856,12.39601994,10900,
1170,pop,51,1431,87000,1,44.50883865,11.46907997,7450,
1171,lounge,51,3835,124000,1,45.69522858,9.669509888,5200,
1172,lounge,51,670,31000,1,45.76464844,8.99450016,10800,
1173,lounge,51,3319,129000,1,43.88206863,11.10035038,5800,
1174,lounge,51,3197,72900,1,45.43244934,9.10958004,8500,
1175,pop,51,366,14730,1,44.51242828,11.12837982,9500,
1176,lounge,51,397,11997,1,45.66635895,12.24188995,9999,
1177,lounge,51,397,12473,1,45.43811035,12.31814957,10800,
1178,lounge,51,1431,30200,1,44.50482178,11.34517956,9900,
1179,lounge,51,640,40600,1,43.06753159,12.55154991,10800,
1180,lounge,74,3804,62000,1,45.07133102,7.515940189,5900,
1181,lounge,51,366,14500,1,45.43811035,12.31814957,10100,
1182,pop,51,2831,79271,1,40.3579483,18.16801071,8490,
1183,lounge,51,2831,134000,1,40.9556694,14.53141022,5800,
1184,lounge,51,790,33597,1,45.46796036,9.181779861,9790,
1185,lounge,51,1005,51000,1,40.91136169,14.21119976,8799,
1186,lounge,51,670,30000,1,45.76464844,8.99450016,10800,
1187,lounge,51,1827,81600,1,40.56082916,17.80801964,6490,
1188,lounge,51,821,26330,1,41.90322113,12.49565029,10500,
1189,lounge,51,1217,28000,1,40.65832138,17.70716095,8600,
1190,lounge,51,366,13269,1,45.43811035,12.31814957,10800,
1191,lounge,51,2131,59000,1,42.10237122,12.17640018,8400,
1192,pop,51,731,33961,1,45.65993118,8.792559624,10200,
1193,lounge,51,425,24500,1,45.43811035,12.31814957,10100,
1194,pop,51,3623,77000,1,45.63404083,10.19487,7990,
1195,lounge,51,1155,32000,1,41.68379974,12.77451992,8900,
1196,lounge,51,1827,39439,1,45.66067886,10.06460953,9400,
1197,pop,51,366,19220,1,45.43811035,12.31814957,9800,
1198,sport,51,4261,95000,1,43.37266159,13.21980953,4800,
1199,lounge,51,1155,38000,1,41.2392807,13.93301964,8999,
1200,lounge,51,640,33000,1,45.40507126,9.927339554,9900,
1201,lounge,51,701,42915,1,45.06967926,7.704919815,9500,
1202,pop,51,790,50740,1,40.87142944,14.43896008,8300,
1203,lounge,51,456,19494,1,44.38822174,7.54832983,10900,
1204,pop,51,1766,80000,1,42.10237122,12.17640018,7500,
1205,lounge,51,2162,78817,1,45.40943909,11.87170982,8500,
1206,lounge,51,731,20000,1,41.57223892,13.33368969,9900,
1207,lounge,51,670,24598,1,45.43811035,12.31814957,10000,
1208,pop,51,731,25000,1,41.72117996,12.67368031,10400,
1209,lounge,51,2861,108000,2,43.56518173,11.17848015,6900,
1210,lounge,51,2251,57688,2,45.73727036,11.38978958,8800,
1211,lounge,51,456,13250,2,42.10237122,12.17640018,10890,
1212,lounge,51,1155,40700,1,41.90322113,12.49565029,8750,
1213,lounge,51,670,29000,1,45.40507126,9.927339554,9900,
1214,lounge,51,1186,14500,1,41.90322113,12.49565029,10990,
1215,pop,51,790,42259,1,40.87142944,14.43896008,8300,
1216,lounge,51,670,5140,1,44.90724182,8.611559868,9500,
1217,lounge,51,3653,122649,1,44.64313126,10.9340601,5300,
1218,lounge,51,3227,54877,1,45.53659058,10.23204041,9900,
1219,lounge,51,882,25000,1,44.90724182,8.611559868,8900,
1220,lounge,51,3074,98000,1,45.60689163,9.306619644,6500,
1221,lounge,51,2101,46000,1,43.56518173,11.17848015,9200,
1222,lounge,51,821,15546,1,41.90322113,12.49565029,9500,
1223,pop,51,1278,41000,1,40.74824142,14.52834988,7799,
1224,lounge,51,640,33007,1,41.10787964,14.20880985,9700,
1225,pop,51,517,23000,1,45.06967926,7.704919815,10990,
1226,pop,51,2282,85000,1,45.6835289,11.95294952,8400,
1227,lounge,51,366,11500,1,44.51242828,11.12837982,10400,
1228,pop,51,366,19455,1,45.51256943,10.32901001,9500,
1229,lounge,51,397,15999,1,45.36685944,10.21848011,9999,
1230,lounge,51,3135,89000,1,46.16872025,12.70748997,6900,
1231,lounge,51,2162,78817,1,45.92216873,12.36149979,8500,
1232,lounge,51,2861,47016,1,45.53659058,10.23204041,7900,
1233,lounge,51,790,18700,1,41.57223892,13.33368969,9900,
1234,lounge,51,1370,55600,1,40.33591843,15.33714008,9300,
1235,lounge,51,790,40000,1,45.58409119,9.270959854,9900,
1236,lounge,51,1613,45000,1,44.29430008,9.674440384,8800,
1237,lounge,51,2162,66900,1,45.67483902,9.687859535,8500,
1238,lounge,51,701,31331,1,41.10787964,14.20880985,9700,
1239,lounge,51,456,14900,1,45.71659088,9.708080292,10400,
1240,pop,51,4383,107600,1,44.63998032,8.64468956,3950,
1241,sport,51,3623,185000,1,45.02709961,12.22085953,4400,
1242,lounge,51,1917,53182,1,45.62813187,9.045459747,7900,
1243,lounge,51,731,9600,1,40.66714096,16.60445023,10500,
1244,lounge,51,640,39414,1,41.10787964,14.20880985,8900,
1245,pop,51,366,5870,1,41.08335114,16.77858925,10999,
1246,lounge,51,1858,94752,1,45.53659058,10.23204041,7900,
1247,lounge,51,790,18300,1,41.57223892,13.33368969,9980,
1248,pop,51,3500,105026,1,40.3579483,18.16801071,5490,
1249,pop,51,1858,108650,1,45.67927933,9.237190247,6790,
1250,lounge,51,397,13988,1,45.70724869,11.4776001,10500,
1251,lounge,51,762,20000,1,41.90322113,12.49565029,8990,
1252,lounge,51,640,41810,1,41.10787964,14.20880985,9700,
1253,pop,51,3347,85500,1,45.66635895,12.24188995,5699,
1254,sport,73,4108,129000,1,45.16025162,9.137539864,4000,
1255,lounge,51,2527,92956,1,41.31988907,16.2791996,7300,
1256,lounge,51,425,15380,1,45.06967926,7.704919815,10500,
1257,lounge,51,1035,45000,1,41.90322113,12.49565029,10500,
1258,lounge,51,640,28548,1,41.10787964,14.20880985,9400,
1259,pop,51,366,5870,1,41.90322113,12.49565029,10999,
1260,lounge,51,1066,70458,1,45.53659058,10.23204041,8900,
1261,lounge,51,3774,106000,2,42.34614944,14.40161037,6300,
1262,lounge,51,3013,76000,2,40.41302109,16.69087029,6900,
1263,lounge,51,762,18000,2,45.58409119,9.270959854,9900,
1264,lounge,51,762,18157,1,40.83581161,14.50440979,9590,
1265,lounge,51,701,24000,1,41.90322113,12.49565029,8990,
1266,lounge,51,640,30323,1,41.10787964,14.20880985,9700,
1267,pop,51,3347,85500,1,41.08335114,16.77858925,5699,
1268,sport,51,3288,145000,2,42.94897842,13.87775993,4500,
1269,lounge,51,397,19600,2,44.51242828,11.12837982,10900,
1270,lounge,51,4108,134000,2,45.1778717,7.644120216,5550,
1271,lounge,51,1035,45000,2,41.90322113,12.49565029,10500,
1272,lounge,51,701,25656,2,41.10787964,14.20880985,9400,
1273,pop,51,366,5870,2,45.66635895,12.24188995,10999,
1274,lounge,51,1066,68597,2,45.53659058,10.23204041,8900,
1275,lounge,51,762,37447,2,42.09685898,11.78981018,9990,
1276,pop,51,3743,129000,2,43.25925064,13.01226044,5300,
1277,lounge,51,762,20000,2,45.58409119,9.270959854,9900,
1278,pop,51,821,13000,1,45.3956604,9.638270378,9900,
1279,lounge,51,762,10100,1,41.90322113,12.49565029,9900,
1280,lounge,51,640,32061,1,41.10787964,14.20880985,9700,
1281,pop,51,3347,85500,1,41.90322113,12.49565029,5699,
1282,lounge,51,790,38510,1,41.90322113,12.49565029,10300,
1283,lounge,51,3288,84318,1,43.78237152,11.25498962,6450,
1284,lounge,51,670,25571,1,41.10787964,14.20880985,9400,
1285,lounge,51,670,42260,1,41.10787964,14.20880985,9400,
1286,pop,51,366,5870,1,43.78237152,11.25498962,10999,
1287,lounge,51,1066,70055,1,45.53659058,10.23204041,8900,
1288,lounge,51,366,9248,1,41.90322113,12.49565029,10000,
1289,lounge,51,1552,36500,1,44.38822174,7.54832983,9900,
1290,lounge,51,790,15000,1,45.58409119,9.270959854,9900,
1291,lounge,51,3927,98137,1,44.11185837,9.958860397,5500,
1292,lounge,51,1186,34000,1,40.81591034,14.57960033,8499,
1293,lounge,51,701,28438,1,41.10787964,14.20880985,9700,
1294,lounge,51,731,22125,1,40.87142944,14.43896008,9950,
1295,lounge,51,852,30000,1,45.38516998,12.00809002,9800,
1296,sport,51,1858,65000,1,40.63722992,15.7992897,10490,
1297,lounge,51,397,12917,1,39.29122162,16.25251389,9690,
1298,lounge,51,670,32129,1,41.10787964,14.20880985,9400,
1299,lounge,51,640,32970,1,41.10787964,14.20880985,9400,
1300,lounge,51,1917,89000,1,45.06967926,7.704919815,8500,
1301,lounge,51,1066,77020,1,45.53659058,10.23204041,8900,
1302,lounge,51,366,9248,1,45.43830109,10.99170017,10000,
1303,lounge,51,762,18000,1,46.13788986,11.11398983,10450,
1304,lounge,51,790,22000,1,45.58409119,9.270959854,9900,
1305,pop,51,366,16600,1,46.17649841,9.903670311,10200,
1306,lounge,51,1461,39500,3,45.92216873,12.36149979,9800,
1307,lounge,51,670,14475,3,41.10787964,14.20880985,9700,
1308,lounge,51,1400,58684,3,45.68825912,8.731450081,8900,
1309,lounge,51,4018,35473,1,45.77568817,8.855879784,6799,
1310,lounge,51,790,37000,1,45.43830109,10.99170017,8990,
1311,lounge,51,1127,29500,1,43.89019012,10.33331966,9700,
1312,lounge,51,701,34031,1,41.10787964,14.20880985,9400,
1313,lounge,51,670,32867,1,41.10787964,14.20880985,9400,
1314,pop,51,2922,120000,1,41.99634933,12.72344017,7950,
1315,lounge,51,1066,73589,1,45.53659058,10.23204041,8900,
1316,lounge,51,578,32057,1,41.90322113,12.49565029,9600,
1317,lounge,51,366,13105,1,45.74074173,12.23266983,10950,
1318,lounge,51,701,25692,1,45.43878937,10.76424026,10300,
1319,lounge,51,2496,85598,1,45.61143875,8.901260376,7400,
1320,lounge,51,731,20025,1,41.68928146,13.25494003,9900,
1321,lounge,51,670,39470,1,41.10787964,14.20880985,10900,
1322,lounge,51,640,31277,1,41.90322113,12.49565029,9500,
1323,sport,74,3896,157000,2,45.16540909,10.79242039,4900,
1324,sport,51,3835,83000,2,45.82658005,10.09716988,5900,
1325,lounge,51,640,33626,2,41.10787964,14.20880985,9400,
1326,lounge,51,670,32213,2,41.10787964,14.20880985,8900,
1327,pop,51,3927,156000,2,41.99634933,12.72344017,4500,
1328,lounge,62,3197,72247,1,45.53659058,10.23204041,7500,
1329,lounge,51,578,32057,1,45.43830109,10.99170017,9600,
1330,pop,51,3500,160000,1,46.13788986,11.11398983,6250,
